source1_entity_id	candidate_entity_ids
S1-778881245	S2-109899510,S2-475982006,S2-118711492,S2-224980295,S2-284501015,S2-346922998,S2-352457766,S2-458658981,S2-472694676,S2-481254808,S2-597540516,S2-602160357,S2-613586487,S2-776623624,S2-778485100,S2-921433400,S2-993820972,S2-169416923,S2-183393419,S2-188496341,S2-207641198,S2-340851297,S2-348180150,S2-354233452,S2-391886434,S2-409657574,S2-46552888,S2-467505244,S2-547512506,S2-548296657,S2-55607785,S2-603841351,S2-656748868,S2-676321006,S2-683449571,S2-731682240,S2-815312566,S2-873790751,S2-940589254,S2-951499790
S1-932043072	S2-123703779,S2-153996632,S2-245233481,S2-399052000,S2-441838250,S2-715522197,S2-720048500,S2-721593862,S2-726732611,S2-799102133,S2-859870553,S2-875625657,S2-925474844,S2-927821182,S2-97461083,S2-980733550,S2-610295591,S2-276213535,S2-149284548,S2-234015149,S2-319744931,S2-466772620,S2-476515099,S2-556661926,S2-654480314,S2-924132660,S2-929700754,S2-955947706,S2-128203835,S2-128213271,S2-132636692,S2-132866128,S2-15518868,S2-155455751,S2-158571758,S2-171738557,S2-176116039,S2-186983744,S2-195138230,S2-198372143
S1-928584878	S3-212514545,S3-696813732,S2-185735427,S3-20727238,S3-935370916,S3-839020948,S2-237243311,S2-135712954,S2-146417701,S2-159994333,S2-162277750,S2-230569230,S2-246534162,S2-283097035,S2-314925002,S2-315005820,S2-329256726,S2-331920032,S2-371724116,S2-383218892,S2-471156571,S2-487803690,S2-488313976,S2-635911598,S2-738479881,S2-740956922,S2-761127938,S2-776425226,S2-781044699,S2-785661690,S2-790619030,S2-816920190,S2-831625227,S2-871870024,S2-924541909,S2-963378378,S2-979515993,S2-985419260,S2-200200363,S2-636502988
S1-128207618	S2-620298377,S2-715340601,S2-779802137,S2-989577469,S2-107369086,S2-121763106,S2-125157117,S2-130460888,S2-136414198,S2-13658566,S2-141316194,S2-143301353,S2-154599622,S2-164645767,S2-168767588,S2-171255805,S2-184894061,S2-20381087,S2-206214292,S2-208113918,S2-221796576,S2-233758967,S2-23588937,S2-28021649,S2-280450125,S2-28770178,S2-289706136,S2-30073439,S2-301910003,S2-321963956,S2-324481202,S2-324693301,S2-336884465,S2-338112826,S2-34382123,S2-349797587,S2-367821449,S2-369339411,S2-386622182,S2-394452826
S1-561152069	S2-845359582,S2-232708876,S2-276085299,S2-300448012,S2-358261816,S2-446495200,S2-48325161,S2-519084803,S2-62246080,S2-669200648,S2-881544736,S2-933852766,S2-104588563,S2-122944993,S2-133612925,S2-139990349,S2-142052433,S2-155487435,S2-1618286,S2-181999779,S2-203542060,S2-213113754,S2-224298986,S2-239363876,S2-248838396,S2-255406591,S2-269507938,S2-283141697,S2-296062381,S2-314926539,S2-31527584,S2-322914253,S2-330186762,S2-372864421,S2-374751958,S2-390420925,S2-394947863,S2-399897262,S2-404301795,S2-404641431
S1-937984740	S2-134661626,S2-164690713,S2-30629014,S2-411647326,S2-498353778,S2-536743208,S2-589794392,S2-640749817,S2-779773718,S2-860429875,S2-862767202,S2-950695448,S2-117325459,S2-123328425,S2-138689089,S2-14123063,S2-141889236,S2-144498263,S2-147564537,S2-150806063,S2-157972838,S2-158882780,S2-16285602,S2-163886609,S2-16458883,S2-179342366,S2-181763658,S2-182529912,S2-188787369,S2-209295461,S2-215170190,S2-229976047,S2-236918417,S2-241468824,S2-251235745,S2-253601041,S2-254605586,S2-25877014,S2-260576012,S2-288974455
S1-280818643	S2-72591393,S2-11243137,S2-117898368,S2-131465052,S2-147432492,S2-168476862,S2-170578238,S2-199656834,S2-212365315,S2-212790133,S2-215716814,S2-230099831,S2-238369526,S2-241726445,S2-255965168,S2-299036629,S2-325537654,S2-327327793,S2-327774900,S2-346952176,S2-350895380,S2-360468964,S2-371309140,S2-383110508,S2-387021922,S2-38913804,S2-392482719,S2-397361903,S2-401549332,S2-431031335,S2-442309389,S2-466228422,S2-468107566,S2-495874404,S2-509877057,S2-51328033,S2-514399103,S2-520885845,S2-537976044,S2-546622031
S1-488863775	S2-705723919,S2-106921487,S2-108090038,S2-108212287,S2-114428657,S2-119620011,S2-120215656,S2-122291051,S2-13056162,S2-136212723,S2-136465789,S2-136630789,S2-137904907,S2-139502679,S2-164039123,S2-17360295,S2-179053212,S2-192935505,S2-195362283,S2-205132293,S2-222540081,S2-224962421,S2-239798125,S2-245989691,S2-252156394,S2-260445047,S2-266574400,S2-273677150,S2-280306111,S2-294383113,S2-294531411,S2-308051693,S2-31918179,S2-322272213,S2-3257026,S2-333989418,S2-336822385,S2-337060225,S2-35554040,S2-356596624
S1-663137551	S2-800992054,S2-8661228,S2-479778586,S2-121534599,S2-124854427,S2-129756935,S2-154093870,S2-217592039,S2-233661342,S2-243436428,S2-251551999,S2-260567239,S2-275497842,S2-312231193,S2-313995906,S2-318048642,S2-322724737,S2-32759783,S2-345995694,S2-492559278,S2-520587790,S2-539764077,S2-554735213,S2-578666416,S2-592113355,S2-642921016,S2-71529096,S2-749704392,S2-76923389,S2-776055610,S2-79905632,S2-817844716,S2-830913602,S2-866234067,S2-941455048,S2-952711117,S2-969449407,S2-247765991,S2-284506851,S2-727234193
S1-544254899	S2-920126219,S2-947874339,S2-60075079,S2-76831605,S2-796248122,S2-921636402,S2-981555112,S2-160760471,S2-274612800,S2-343905896,S2-386644958,S2-501933449,S2-118094151,S2-154218504,S2-170578238,S2-17772653,S2-185005990,S2-186621378,S2-203944670,S2-209653486,S2-215053525,S2-220681192,S2-252697289,S2-299114066,S2-32729616,S2-336535370,S2-369083050,S2-373713892,S2-386492007,S2-397361903,S2-404374478,S2-424602201,S2-46186660,S2-491188359,S2-500235007,S2-510828550,S2-52917792,S2-531960706,S2-565474423,S2-619193843
S1-535787043	S2-614640857,S2-163963287,S2-175498662,S2-188008901,S2-198327851,S2-206936573,S2-224633651,S2-234289368,S2-23812106,S2-267871575,S2-274741236,S2-322287551,S2-324738620,S2-355319280,S2-377708352,S2-388568490,S2-410195712,S2-422826585,S2-428461775,S2-430379962,S2-457161576,S2-499135039,S2-500927860,S2-503737530,S2-513295627,S2-523972145,S2-553458222,S2-567628871,S2-586442771,S2-593455704,S2-598338098,S2-602258114,S2-624388927,S2-631827709,S2-643638573,S2-649917878,S2-67416429,S2-675010771,S2-693329513,S2-698793202
S1-114864723	S2-576190657,S2-267627337,S2-567089005,S2-335239170,S2-411986079,S2-487136175,S2-490693855,S2-502013653,S2-536880006,S2-784075198,S2-944932747,S2-11243137,S2-115301281,S2-124783957,S2-133809905,S2-149356677,S2-16458883,S2-168476862,S2-205575315,S2-216312489,S2-279187340,S2-345975091,S2-350895380,S2-359453794,S2-367832284,S2-37926357,S2-387762959,S2-404184749,S2-45236341,S2-466228422,S2-468107566,S2-483229924,S2-490491736,S2-490844985,S2-501933449,S2-503129232,S2-518872573,S2-532425514,S2-536664913,S2-540694186
S1-562175922	S2-189015965,S2-251858541,S2-269792170,S2-317946778,S2-466028917,S2-536892672,S2-622585837,S2-690919543,S2-801254519,S2-934683072,S2-949816752,S2-111784650,S2-119903487,S2-127357680,S2-128595050,S2-129929493,S2-144030565,S2-154074234,S2-168987401,S2-169849130,S2-172338894,S2-181154568,S2-19749906,S2-198376390,S2-204334609,S2-213967613,S2-227520813,S2-240905908,S2-274601568,S2-280748354,S2-309436005,S2-326247420,S2-395742460,S2-404282859,S2-40604043,S2-407727977,S2-410099600,S2-423551185,S2-42509455,S2-429661233
S1-562186345	S2-454058469,S2-105862338,S2-10986462,S2-114319283,S2-116413906,S2-150153842,S2-212149820,S2-232219224,S2-251104554,S2-26528208,S2-287593789,S2-289617053,S2-311868409,S2-330243880,S2-342207109,S2-346976956,S2-356532156,S2-382658355,S2-383822500,S2-384219063,S2-391822276,S2-393500952,S2-420967895,S2-494591082,S2-501813340,S2-502493330,S2-510105822,S2-577479315,S2-611382030,S2-618227039,S2-620627845,S2-63801241,S2-64661966,S2-651496385,S2-676465869,S2-693457941,S2-700839537,S2-706168001,S2-731309026,S2-764922789
S1-961259101	S2-526175727,S2-215281349,S2-253299810,S2-303234792,S2-349327469,S2-423729575,S2-484700872,S2-490924057,S2-539108282,S2-706360388,S2-836563673,S2-885758296,S2-954100428,S2-141203706,S2-421460682,S2-566293411,S2-566935843,S2-67760260,S2-678763991,S2-900048364,S2-445865655,S2-51065952,S2-93222871,S2-116894160,S2-117927544,S2-118968443,S2-1262769,S2-126400508,S2-132323002,S2-132780702,S2-148143091,S2-14828490,S2-149597058,S2-152482459,S2-168126628,S2-1689156,S2-171214245,S2-174069908,S2-18394219,S2-185010239
S1-656314104	S2-119608999,S2-297926954,S2-43073112,S2-555771119,S2-128147026,S2-172722823,S2-253704160,S2-256248397,S2-258697668,S2-271664466,S2-3072135,S2-333021767,S2-382009587,S2-440253063,S2-468684124,S2-473305544,S2-50331098,S2-588842182,S2-593952248,S2-648247563,S2-664217294,S2-678375896,S2-733033903,S2-742860190,S2-745188610,S2-79905632,S2-802715353,S2-805057304,S2-868444077,S2-952338272,S2-974614324
S1-404818756	S2-114328615,S2-126996401,S2-139610210,S2-150219403,S2-161047745,S2-181346965,S2-264759308,S2-327738915,S2-342307473,S2-392125160,S2-396471002,S2-407567083,S2-424370597,S2-427947934,S2-452653843,S2-471215013,S2-490874218,S2-4926160,S2-528602597,S2-58067024,S2-706839063,S2-760072869,S2-762216330,S2-784586025,S2-796015902,S2-800923555,S2-821225307,S2-828139103,S2-84687277,S2-893832445,S2-920883898,S2-921122628,S2-930924548,S2-932626440,S2-944671449,S2-952919553,S2-998548920,S2-110425320,S2-185522281,S2-252583656
S1-347171620	S2-506493505,S2-819390000,S2-671602825,S2-888379123,S2-852267169,S2-124783957,S2-483229924,S2-490844985,S2-573380352,S2-727306599,S2-828414109,S2-891265182,S2-16158267,S2-190551533,S2-209877395,S2-229962546,S2-230358190,S2-346516346,S2-376602618,S2-400003645,S2-434127290,S2-450641641,S2-493720323,S2-498070836,S2-512937172,S2-553670674,S2-642684004,S2-65551255,S2-698384347,S2-745674672,S2-781992031,S2-8839817,S2-906758330,S2-919343025,S2-919876821,S2-938876925,S2-989089567,S2-102396184,S2-104019702,S2-108103764
S1-179039599	S2-490156288,S2-728546754,S2-176831941,S2-493812176,S2-520430675,S2-155906447,S2-251568428,S2-485220908,S2-504151537,S2-534277251,S2-705748435,S2-731215113,S2-846162181,S2-899372259,S2-100154652,S2-100189444,S2-101535200,S2-104159936,S2-104193059,S2-105190653,S2-107988880,S2-109064076,S2-109121051,S2-111131531,S2-114823038,S2-116164313,S2-117568512,S2-119015590,S2-119671371,S2-122429281,S2-122429802,S2-123614400,S2-12449131,S2-128057362,S2-130119590,S2-130445881,S2-130829445,S2-133556960,S2-133612925,S2-133692655
S1-116737194	S2-275113496,S2-99886803,S2-233896603,S2-798688197,S2-166721664,S2-543230458,S2-985717089,S2-114409155,S2-305530190,S2-664243955,S2-80430812,S2-81388209,S2-845379409,S2-100606700,S2-108630610,S2-109239798,S2-109496510,S2-109730183,S2-117525275,S2-121836428,S2-123011145,S2-127420554,S2-128924658,S2-130617388,S2-131496838,S2-131845158,S2-138702507,S2-139650940,S2-144395531,S2-145212314,S2-147260243,S2-150245164,S2-15073935,S2-159175610,S2-160760471,S2-168075289,S2-168390370,S2-171072180,S2-176693096,S2-17905410
S1-758535367	S2-129502005,S2-162252776,S2-192749727,S2-252936153,S2-309965376,S2-3213296,S2-327707439,S2-33776943,S2-472776555,S2-739713234,S2-77752460,S2-863281567,S2-876085779,S2-824414038,S2-20026074,S2-28418448,S2-251997493,S2-628104554,S2-117064852,S2-215037150,S2-37793685,S2-382846011,S2-449578781,S2-757458810,S2-895538292,S2-101109194,S2-104665967,S2-112171916,S2-112436185,S2-123315323,S2-145055400,S2-147515638,S2-150993641,S2-177141330,S2-190155015,S2-239600027,S2-240841658,S2-249549757,S2-253545928,S2-254422036
S1-509283665	S2-133664209,S2-134732391,S2-195972156,S2-234672601,S2-252152193,S2-256172355,S2-280677288,S2-316631181,S2-337243893,S2-354923041,S2-360884658,S2-372871261,S2-402074777,S2-405950013,S2-408659835,S2-449995057,S2-450994825,S2-451815730,S2-472361671,S2-491599473,S2-508365500,S2-524570942,S2-539330980,S2-549397424,S2-553315335,S2-561497280,S2-568268673,S2-569931245,S2-585489181,S2-60414527,S2-613553294,S2-615055841,S2-63762158,S2-666642768,S2-669020210,S2-669043100,S2-70730904,S2-720066066,S2-738264555,S2-751185389
S1-834765297	S2-714461843,S2-10578216,S2-122361589,S2-271907093,S2-37044016,S2-376746280,S2-467076814,S2-510058123,S2-583532075,S2-705556629,S2-800456807,S2-945049160,S2-953675570,S2-111185747,S2-128238338,S2-134043330,S2-145952487,S2-176147701,S2-176512196,S2-187498810,S2-188845688,S2-201711977,S2-204561560,S2-212844259,S2-220907837,S2-221508258,S2-248798179,S2-250066100,S2-253550167,S2-257597643,S2-267771398,S2-275617536,S2-311471941,S2-314783331,S2-317647861,S2-321800887,S2-327738915,S2-331692143,S2-336631477,S2-357981389
S1-193524792	S2-375495827,S2-112997685,S2-129437880,S2-152110557,S2-156054800,S2-165644805,S2-190798105,S2-191649187,S2-204763383,S2-240276572,S2-251149385,S2-305050596,S2-350659635,S2-355667090,S2-377311367,S2-385173809,S2-392522102,S2-407248579,S2-448191173,S2-491171216,S2-500012176,S2-52328579,S2-5337215,S2-537854766,S2-56713360,S2-573327454,S2-577309568,S2-637236275,S2-669005917,S2-681167755,S2-682144149,S2-708883856,S2-71928099,S2-735792186,S2-759035314,S2-779072102,S2-826016808,S2-860438718,S2-871708021,S2-899538024
S1-564193651	S2-190061056,S2-200698718,S2-741581730,S2-850821233,S2-911447606,S2-10771920,S2-130534694,S2-13436167,S2-144138161,S2-17439372,S2-190872801,S2-218215566,S2-23960368,S2-281836610,S2-290064703,S2-307801410,S2-327971131,S2-337436721,S2-341087716,S2-346956814,S2-375399497,S2-383027424,S2-405447345,S2-435450859,S2-444119612,S2-448838200,S2-473425954,S2-485196510,S2-486018752,S2-512060211,S2-532423914,S2-54314937,S2-557948792,S2-561796765,S2-563964008,S2-638376129,S2-639527708,S2-659071356,S2-688488177,S2-710214065
S1-615455408	S2-136457087,S2-144646370,S2-153629288,S2-156443143,S2-212092946,S2-21671047,S2-221911069,S2-243805640,S2-275415486,S2-275936638,S2-27650345,S2-278732436,S2-279649595,S2-287433671,S2-288691606,S2-290954922,S2-366643378,S2-367091820,S2-376097599,S2-388636523,S2-406516355,S2-407334175,S2-410258237,S2-478596083,S2-479744167,S2-506028460,S2-513043636,S2-53133878,S2-54307441,S2-550186236,S2-551813513,S2-583018979,S2-583148664,S2-597041456,S2-619465474,S2-631104870,S2-633873636,S2-685967133,S2-701500553,S2-766485051
S1-75134768	S2-205392679,S2-253849262,S2-358455184,S2-398460096,S2-412539123,S2-436471877,S2-546869596,S2-606628661,S2-743716332,S2-84163196,S2-869469547,S2-934989040,S2-374721574,S2-963336602,S2-314140371,S2-812936372,S2-107330887,S2-112066657,S2-112369600,S2-11653846,S2-118199917,S2-124729057,S2-132543275,S2-135210500,S2-139323154,S2-142513026,S2-142519050,S2-148143091,S2-148435905,S2-168560796,S2-1689156,S2-169134681,S2-169175840,S2-171631577,S2-172032247,S2-18192700,S2-191045664,S2-199107589,S2-199425487,S2-204450133
S1-187058094	S2-95824802,S2-151165007,S2-220008500,S2-262312110,S2-264939157,S2-294829735,S2-339709693,S2-35662055,S2-616592094,S2-67832996,S2-704449115,S2-718756288,S2-7978064,S2-863919218,S2-910633246,S2-375589983,S2-537797957,S2-639277668,S2-72498405,S2-254739149,S2-437918573,S2-461850008,S2-542321112,S2-737827326,S2-851280786,S2-913017158,S2-18694107,S2-357545160,S2-583190818,S2-625303945,S2-658652721,S2-827701173,S2-132531751,S2-159932518,S2-164910921,S2-178967093,S2-182185790,S2-189987319,S2-196204984,S2-211698892
S1-248690018	S2-248303219,S2-730043743,S2-974418911,S2-804906840,S2-967815415,S2-132022202,S2-160406597,S2-174899985,S2-184854626,S2-257075698,S2-290256536,S2-50909058,S2-533444228,S2-735480035,S2-791572301,S2-816032421,S2-881544736,S2-968449745,S2-970742279,S2-989659598,S2-996746601,S2-105761953,S2-106383133,S2-110549915,S2-112867687,S2-114657503,S2-119087459,S2-119907794,S2-124970234,S2-131885549,S2-133651279,S2-133774508,S2-134796146,S2-135210500,S2-136991143,S2-137904907,S2-137935394,S2-138513768,S2-138840395,S2-141495873
S1-238319738	S2-184439908,S2-580778156,S2-548139626,S2-391861259,S2-106393512,S2-108074414,S2-109530317,S2-110239007,S2-119815516,S2-129894884,S2-13691534,S2-137825625,S2-160941289,S2-186614082,S2-219268472,S2-222861761,S2-241013197,S2-241231062,S2-288641682,S2-292335274,S2-31854557,S2-32995522,S2-334470122,S2-334901847,S2-34207224,S2-348897674,S2-351022401,S2-361311490,S2-368527359,S2-375456364,S2-385142682,S2-387799480,S2-394598412,S2-426046760,S2-429036199,S2-503876431,S2-525455417,S2-540774687,S2-541578100,S2-545011768
S1-715564797	S2-690693738,S2-282796532,S2-110320403,S2-116227998,S2-141939448,S2-165475674,S2-176831941,S2-188393900,S2-199641025,S2-206071274,S2-219322699,S2-220170799,S2-253064487,S2-276367695,S2-286221773,S2-348156373,S2-377242744,S2-377773685,S2-42705993,S2-429965861,S2-456525441,S2-494102478,S2-498649674,S2-511558696,S2-516958896,S2-518007334,S2-535495384,S2-554885304,S2-562889690,S2-66095315,S2-680198089,S2-694718168,S2-741224513,S2-772323364,S2-792142780,S2-807760986,S2-858501886,S2-933852766,S2-952882470,S2-95424985
S1-991841132	S2-214390505,S2-825354133,S2-199384569,S2-813957984,S2-949855595,S2-115642399,S2-137944817,S2-148116189,S2-151628472,S2-169767675,S2-183522702,S2-186041583,S2-18868925,S2-194973709,S2-199693428,S2-200925331,S2-208468004,S2-211475429,S2-21928602,S2-229570617,S2-236755590,S2-244065849,S2-253392440,S2-256004548,S2-259053443,S2-26081285,S2-272902061,S2-287796246,S2-300257199,S2-308345127,S2-312514311,S2-333021767,S2-333785505,S2-340914541,S2-364820336,S2-382009587,S2-38259941,S2-40107680,S2-409883935,S2-413822422
S1-391141182	S2-140954705,S2-196088758,S2-206611173,S2-242104595,S2-279857257,S2-308911053,S2-321432050,S2-321946024,S2-369776046,S2-412145046,S2-421361866,S2-42331845,S2-428566042,S2-439897368,S2-467748378,S2-485107762,S2-558070284,S2-607073224,S2-608697430,S2-617594647,S2-627360379,S2-651088719,S2-663642257,S2-70041770,S2-727314761,S2-733402251,S2-745246112,S2-755481720,S2-758301941,S2-876173771,S2-887397704,S2-945271271,S2-950171902,S2-956708079,S2-10472605,S2-197837250,S2-241148652,S2-264467660,S2-291781485,S2-299772640
S1-752808975	S2-159932518,S2-178967093,S2-196204984,S2-211698892,S2-410126541,S2-413392149,S2-48485736,S2-509424134,S2-513272494,S2-515109915,S2-529029178,S2-573495112,S2-583190818,S2-589266979,S2-611407136,S2-625303945,S2-629543845,S2-664510235,S2-704744758,S2-713055989,S2-747400550,S2-854894910,S2-951404579,S2-241470689,S2-502260546,S2-752356071,S2-894066769,S2-182185790,S2-226618368,S2-590604060,S2-697092504,S2-760461881,S2-975872810,S2-106382726,S2-123641424,S2-144241980,S2-151165007,S2-164910921,S2-18694107,S2-189987319
S1-993376356	S2-422970228,S2-68471141,S2-102215032,S2-109239798,S2-110813877,S2-11804033,S2-128532524,S2-140385523,S2-141655869,S2-156437500,S2-157935723,S2-163612231,S2-169298326,S2-172314249,S2-185005990,S2-264940990,S2-267429693,S2-298833137,S2-309092050,S2-324348748,S2-330656969,S2-345921177,S2-38453631,S2-4020443,S2-427731617,S2-457049940,S2-465871919,S2-469944775,S2-496850215,S2-505386824,S2-514653047,S2-533088329,S2-552776130,S2-575646982,S2-613729333,S2-614810613,S2-646720926,S2-666290535,S2-676624824,S2-680323770
S1-276322405	S2-35850901,S2-105423216,S2-344347707,S2-992672259,S2-102734904,S2-117680822,S2-192129648,S2-192774038,S2-210747900,S2-234013990,S2-28070223,S2-437013368,S2-534236458,S2-582679076,S2-5851662,S2-632953201,S2-678609308,S2-683926225,S2-769043427,S2-111671984,S2-184810715,S2-590158229,S2-902960006,S2-93943992,S2-100706365,S2-101008327,S2-101730549,S2-104665967,S2-113656688,S2-126429420,S2-151514283,S2-151698687,S2-15802375,S2-16075678,S2-180408468,S2-186260747,S2-189093402,S2-190037032,S2-206617051,S2-209660350
S1-896836973	S2-617009503,S2-718424465,S2-248152588,S2-351801961,S2-375223631,S2-392692075,S2-413136874,S2-437442768,S2-544150656,S2-544578174,S2-563171360,S2-573637990,S2-578489698,S2-648905432,S2-696939507,S2-74154365,S2-74976789,S2-793891207,S2-801589351,S2-806958541,S2-941136069,S2-10316620,S2-10404801,S2-109340169,S2-111192778,S2-112997685,S2-12066237,S2-127331261,S2-129437880,S2-134301319,S2-138827347,S2-139911878,S2-142314444,S2-145842885,S2-145952487,S2-151619983,S2-152110557,S2-153005765,S2-153340843,S2-156054800
S1-104662239	S2-102835643,S2-109949830,S2-118764423,S2-13846147,S2-143822171,S2-145966309,S2-172212658,S2-183974249,S2-184762538,S2-1859793,S2-205897298,S2-256768669,S2-265339181,S2-265976341,S2-271858150,S2-302906922,S2-309201954,S2-318550621,S2-332656577,S2-380863836,S2-412422017,S2-451892649,S2-47667961,S2-484229911,S2-505086652,S2-52406578,S2-592798572,S2-621418870,S2-622597050,S2-63108598,S2-639425455,S2-647730403,S2-672060047,S2-69079260,S2-697778301,S2-712013484,S2-714077903,S2-732982025,S2-739493544,S2-744699417
S1-882796400	S2-104277074,S2-104588563,S2-106976296,S2-110154642,S2-146697745,S2-166932951,S2-210181028,S2-253359631,S2-288769081,S2-30727684,S2-347660873,S2-379382395,S2-449406079,S2-495625514,S2-500594685,S2-548252036,S2-580204312,S2-605633090,S2-61575375,S2-627166104,S2-629475386,S2-734936316,S2-756732012,S2-792070887,S2-884305482,S2-965497191,S2-970116184
S1-325106163	S2-13539019,S2-17059917,S2-177205880,S2-187164462,S2-202956295,S2-250840257,S2-25478720,S2-266574400,S2-362285707,S2-607423444,S2-748545907,S2-859963855,S2-898327550,S2-728826117,S2-207441088,S2-785756054,S2-906507378,S2-970192961,S2-984482575,S2-700416422,S2-174290264,S2-218967275,S2-225394165,S2-322098502,S2-353446210,S2-363875640,S2-387454007,S2-456228483,S2-484035233,S2-495613259,S2-573034322,S2-610907787,S2-654473125,S2-684873043,S2-79732539,S2-865353440,S2-913918794,S2-92216230,S2-927569271,S2-100331681
S1-943911835	S2-60770642,S2-909704467,S2-108639080,S2-108792202,S2-110628432,S2-112759487,S2-127037984,S2-135887903,S2-149371270,S2-152181754,S2-152308126,S2-153945540,S2-162977382,S2-1677612,S2-168143357,S2-17059917,S2-17193863,S2-177926218,S2-178937252,S2-179751359,S2-182612673,S2-184115646,S2-191839285,S2-193184988,S2-215874536,S2-228023672,S2-232486295,S2-237386317,S2-245478842,S2-245485147,S2-247409704,S2-248227178,S2-249448140,S2-254739149,S2-255245234,S2-258702122,S2-268968548,S2-271808167,S2-274680358,S2-274695674
S1-723275887	S2-286891768,S2-660835208,S2-416593408,S2-100128288,S2-105898926,S2-118223037,S2-123889451,S2-12449131,S2-129014236,S2-139916403,S2-145624152,S2-161224471,S2-162977382,S2-168337060,S2-194161205,S2-200464422,S2-206922743,S2-209216476,S2-236030949,S2-238387468,S2-244567679,S2-266324159,S2-273078526,S2-280897124,S2-286915421,S2-303841877,S2-304180445,S2-315230757,S2-321133590,S2-324264809,S2-329661241,S2-339504616,S2-347588318,S2-347957738,S2-350407907,S2-361353637,S2-373726665,S2-37735549,S2-382720781,S2-395886872
S1-663284662	S2-172639826,S2-206495455,S2-237386533,S2-313359818,S2-363654366,S2-387361650,S2-403213198,S2-406070785,S2-414785219,S2-448915596,S2-449455270,S2-512564017,S2-521313228,S2-551418540,S2-602587817,S2-63501895,S2-651190084,S2-735696530,S2-782534007,S2-788786407,S2-790965205,S2-81084363,S2-810987431,S2-82738358,S2-862841483,S2-863129268,S2-882812819,S2-913033756,S2-914169533,S2-944030245,S2-967318207,S2-970794406,S2-265752180,S2-504188280,S2-557830658,S2-237386317,S2-285802098,S2-31817231,S2-387323350,S2-45620068
S1-435587816	S2-247310229,S2-112436185,S2-116937574,S2-122595459,S2-127928747,S2-129095695,S2-134301319,S2-142547712,S2-142740450,S2-143772861,S2-148135037,S2-164058523,S2-166683688,S2-17185421,S2-17670680,S2-179295808,S2-179618783,S2-193136193,S2-193903284,S2-194171151,S2-19525996,S2-199803634,S2-203491557,S2-204111235,S2-204450184,S2-209709244,S2-214292841,S2-214416967,S2-219404095,S2-222934524,S2-224884723,S2-226698507,S2-230093660,S2-230616493,S2-231882276,S2-243989309,S2-268890830,S2-272930939,S2-27315308,S2-274979643
S1-400371708	S2-209064966,S2-312853996,S2-321874863,S2-337572515,S2-750955515,S2-836726177,S2-87920141,S2-726337506,S2-133651279,S2-184083776,S2-249117696,S2-279445642,S2-295824668,S2-315230757,S2-346945355,S2-388109827,S2-421792433,S2-467121938,S2-529047613,S2-582640928,S2-622594801,S2-655515963,S2-681183214,S2-705320533,S2-818066385,S2-922951545,S2-954009491,S2-101333336,S2-102040411,S2-102876779,S2-103750348,S2-103956914,S2-105761953,S2-106383133,S2-107818292,S2-108937951,S2-109527337,S2-109794142,S2-110549915,S2-114657503
S1-489995071	S2-264927097,S2-116894160,S2-278899754,S2-293675262,S2-396092633,S2-414750116,S2-487755645,S2-52271027,S2-646977611,S2-659140555,S2-663191944,S2-67505679,S2-775372498,S2-808710396,S2-837376746,S2-928348681,S2-50055782,S2-132780702,S2-249313801,S2-332036682,S2-575124666,S2-702949564,S2-510842734,S2-19633413,S2-46715599,S2-486334845,S2-606845571,S2-912956777,S2-12146927,S2-12780552,S2-130855524,S2-132323002,S2-138950190,S2-141203706,S2-145910008,S2-152308126,S2-160192383,S2-168076458,S2-170821232,S2-17298657
S1-691555791	S2-105086356,S2-114319283,S2-128364077,S2-129818134,S2-164690713,S2-178432925,S2-186614354,S2-188225777,S2-211828014,S2-222158973,S2-231361899,S2-247790535,S2-250985662,S2-264731923,S2-27991977,S2-300552236,S2-300567807,S2-323943101,S2-333785505,S2-403529620,S2-41181277,S2-418457907,S2-428985968,S2-43073112,S2-436433024,S2-473206091,S2-477171381,S2-49632056,S2-510367781,S2-56347185,S2-591694936,S2-598177562,S2-602908979,S2-613640232,S2-631069515,S2-659537134,S2-678191772,S2-685466390,S2-692499316,S2-749604282
S1-841015443	S2-699984353,S2-802873219,S2-85129732,S2-857940402,S2-954759048,S2-10316620,S2-121832287,S2-12709576,S2-138689089,S2-16720295,S2-182806587,S2-198677483,S2-205484370,S2-215365689,S2-219466057,S2-252858744,S2-2676926,S2-277206516,S2-295060887,S2-299494514,S2-317946778,S2-334202182,S2-356546671,S2-358334842,S2-397543241,S2-402816014,S2-41383201,S2-421026994,S2-431579714,S2-434575880,S2-445331388,S2-458178251,S2-498880727,S2-520685118,S2-53669218,S2-551811705,S2-621479200,S2-62776657,S2-711648776,S2-716112614
S1-685028795	S2-202410754,S2-253099142,S2-291455881,S2-340617159,S2-359988750,S2-406252165,S2-458646765,S2-535260713,S2-536480423,S2-564743026,S2-568006951,S2-618081606,S2-653292640,S2-731368331,S2-735973567,S2-756854940,S2-790116625,S2-823243728,S2-849493308,S2-857865408,S2-896363087,S2-955730734,S2-992255988
